tx_index,tx_hash,block_index,source,sent,burned,earned
78,17d5d0b7910a6ad91ae6b4bccec48ba26142c829857bcb9b0fcee38d255fe0c1,1166002,MB9fPXjWcUvPcAk9cgotW7Yf6Fddgcvhpq,1959500000,1959500000,2939104203869
79,653b7f26d0d90c768cee8bb281d9985ad81090cc41a246986d15dfaf5ca2ca22,1166002,M9QTHo3iMVUsPY6oMhxRVGHxVm9VbzTNPK,10900000000,10900000000,16349188988095
80,40c02ee8a4d4556f103af56835060ac4525fe348715328536d266b80cc2abb64,1166002,MJv2wvQqYqs2Wse3hkHAQLgrmfMaWTDyUF,340000000,340000000,509974702381
81,5e2f183834ce7f69c6a96175ecf6827b94b007bf653844a744de74cf8e9b19b9,1166002,MDDWuA8nmWrAwgW8oCbycN7HkmTRNoSNY2,11100000000,11100000000,16649174107143
82,0d205eb3522af91456a32786942bf28fa7ab8a4f0cfc2cc3f50f6eb4933902da,1166002,MUvVmf6S7HC6jzc4pcbfxf7BjhEVLVHunx,3000000000,3000000000,4499776785714
83,59a22af1d6f69b9be90581d94d71fa2b15b1c8796943cae2053951d37023913f,1166002,MDYLwQF3MNEgc8wujjECYpQGMxAEVyCqzW,351899000,351899000,527822317039
84,0ececca8cf2a7200b972fa5b725bbabf3699aef37d45192a4ef30fc95873bc93,1166002,MEa9vQ35gtrAKku3UkPGgH355uvjYfan5p,100000000000,100000000000,149992559523810
85,23ab2f20663ecd5608eb3559b30a25655b058c5bc6cc1290fa753a2acba6bd93,1166002,MHdJ9oy1uXhLPKyadLzirZZpk45nB4gJTP,950000000,950000000,1424929315476
86,271e4539a3004e5500f70f1907c60b514189f3d406acfad620ecf02bf78ec1a2,1166002,MJ6Zxa1EvsLD7UBZewLxt48oXgGf4CdmSs,109900000000,109900000000,164841822916667
87,0ed20357deaf02d4690c39aeea39021401e4d223f328d2a6e4f6b08714fcfeb5,1166002,MAbk7Vp8gWW6w9kuZkgbCmmZAHcW468Xvi,1000000000,1000000000,1499925595238
88,5049869fe1bb9655212f6edaa87f196b52dcacca2daa07f5a2fe1f87ab573344,1166002,MAbk7Vp8gWW6w9kuZkgbCmmZAHcW468Xvi,9000000000,9000000000,13499330357143
89,1df305d045d36674fcc4c727dea703a5923c09b06beb29682b4199ae64521f01,1166002,MV5Jd4LmefdV97dumvS8EWRtcihc5FHN6U,299000000,299000000,448477752976
90,ac4f5e7887bab512f07c89090af28739618e8c4105ebe20e40662cdcb73ebe0f,1166002,MTzQcB5vjFTA46ko1YmkEZnRm5d4isM15n,999898999,999898999,1499774102753
91,b4afbfea543ba6279924bb030ebf2387dcff9d83647d65c3b303af5a884b9811,1166002,MFMcasaiScevaJBUhfpLiRw95qMhBKgRny,8000000000,8000000000,11999404761905
92,1453351161610626ee08ab9cad78596a59b477be31bf22b7c5e9234967a1dd16,1166002,MLU15PCdULqYA28x2ZfH4i4aKdEfSxw5Xu,1000000000,1000000000,1499925595238
93,432c7e3f87ab13d5b81ea0166dfd6de8998b29f34ed3efdb97c59e4544d6ec1d,1166002,MCyVfy2TipFDF5f6XQPFKU9FXHFCejpWGS,200000000,200000000,299985119048
94,4ad0742ec5707c1a03becee3b0ed53f0718b0f715b7f783a6900c8d151526a24,1166002,MAAX2RnGD8wZGUYBoPoJgWmtc8wYcDJFGx,1000000000,1000000000,1499925595238
95,183254fa3b10eddf129414da876eed48acda218805f8b61aca09c73540fccc2a,1166002,MKQzNfUZ5wG7Zxan32ozyGP9yABTCr6wMh,500000000,500000000,749962797619
96,5c2e66a6c5a3ee8cceea3f7e2c1785ae0ed2b10ead60c1ba17ab324727b2e230,1166002,MPxnaPJuUrJLoYR4jXJSnad5L6xqPWTaUM,10000000000,10000000000,14999255952381
97,d825662e98f3862a7e5d39cb42a566c5051be8f19bb0bf73b2b902ed8ea28859,1166002,MHdJ9oy1uXhLPKyadLzirZZpk45nB4gJTP,45000000,45000000,67496651785
98,4798a5b9f995c2e53300d77a8a039d0c6c1d52efcedf1e22e6b3cf7e5495a459,1166002,MWMSdAtowcsiUGHXdxrJaoquueYmVnCV9f,250000000000,250000000000,374981398809524
99,5d5b1b38650e5c0461f90243fdb4f5353090c0fc872ce3577723070929050c62,1166002,MVBijrtmqHEPowvZ1nbtZQpE2FumWJW7FR,2500000000,2500000000,3749813988095
100,d19bef05233dfcc21336c7b4160bab7deb4a8350defa67dc32b28b4d340c8464,1166002,MJEBXdehuD3oWqNQSas3R1EiVTSFxejXEL,459999999,459999999,689965773810
101,5d1bfa0eda54fe872d9dee7d91c3761234b70877408e54bee713369e0e4a9464,1166002,MHB9VbYdGFZSbL4zmEFq64GptWDRmtrDGn,95000000000,95000000000,142492931547619
102,2925001006aa66e873cdc045e5f05257576880c4fbab8d1e8de684eacf3a9664,1166002,MGWK5HJ4hPHsVssJcbr4spBPZnzmu56FRZ,19700000000,19700000000,29548534226190
103,25b7f4f9822220a043199e97f4b327c5329caed3338542f0f00e8a358a236369,1166002,MVASPxHQMoyemweDibfZVzSTkoVsxtRDLx,500000,500000,749962798
104,5dc6b9bf0ae876e5b68a1e9836102cb71b0ad3c851bb1d091fff92ae522b0b6a,1166002,MAAX2RnGD8wZGUYBoPoJgWmtc8wYcDJFGx,98000000000,98000000000,146992708333333
105,779afd6746ca783054329d238a0af4c72dbca9025faf5ef8099d08c26317eb6a,1166002,MQ17eMatFuF4RM7awjTX6nF2GnoSP1geRf,250000000000,250000000000,374981398809524
106,82ac87c3d3708b7e60bda6f650fa92c0d2cc24172a33ab084b69489b50eb9684,1166002,MEfc4GCE6A3uEEtJveuNS9FrsWnhPLVW9F,2500000000,2500000000,3749813988095
107,18309c57c606d1a42209ca6c2705715dd09119a5711a48eef0b0532f1044aa84,1166002,MNnZRidtcFtBf5UTuBiCvdpeW5tVDfLFLx,100000000,100000000,149992559524
108,7f7421165a083e71efbee93d7814e2e08b1dd551e1de0306594f81840dc8ab86,1166002,MMSMWrZrx7UbZ99TXZYKLm1ESD2cArYyTC,250000000000,250000000000,374981398809524
109,59a0e48e20e3ca55f5fd93df63542c0ba09c53201856504546e515e6fdbd3b92,1166002,MX2S3HpqFA5FM2rzLwNKcpojJh3iYGzEpz,100000000,100000000,149992559524
110,d0c645d0ecf001cd1931aa78408ada7f6a19efbeeae4834a29f453951630c295,1166002,MSLMfQnToYLAp3d1gm9bU253wUmsZz71UK,50000000,50000000,74996279762
111,abd1c00d93b13af1a5c03156b813cb715d7893c4d70f59b76472de3a00b7e297,1166002,MNnZRidtcFtBf5UTuBiCvdpeW5tVDfLFLx,24000000000,24000000000,35998214285714
112,4dfbb48ee6eb8e374c1c4ebd37565a5aed3e9eecc9f26f776db5c41e72f803af,1166002,M9Yw7MgbM2YqyguQDVu7DKVntTPp9Ygt6i,2000000000,2000000000,2999851190476
113,ac27982ab177cc633b7f57b671c32e906434ebe984457e0584aed16333fd8ec1,1166002,MGqkAnqfVy8BYBu4yQYBf6LsGo6BWvssGk,10000000,10000000,14999255951
114,e3cfcfcd91b3848fdbbbce7aff7f53143462aa5ddc59397b62b59fb19caaafcb,1166002,MBHesbYxwZeBU5CCsrsvQzEcjeit5U62ca,199000000,199000000,298485193452
115,addf0e53b7899cba6b346e7600e30f45cbf268c5a41a8e9255a4e97fe3e412e0,1166002,MDqpveqsRuixTX5XH17DFZNo8MiJB9FPdP,98000000,98000000,146992708333
116,6a4bb2fd5dc91136414ad2e17cf5a11c72267825b51833f0e95daddb0c4599e1,1166002,MBZyEtya91jQ1DBML72ru2VgrjjdKhdqk5,250000000000,250000000000,374981398809524
117,a42d7f79e134166690a33a1c901f40b2b089a7a6e4cd76056253bcef76546de7,1166002,MM6uutwuguJ7stpPVmBi4UzyVG7AUtgbzQ,100000000,100000000,149992559524
118,ff96d09d4225efec56154ee17fad6aecc769479455e5aeb9eb6625f988e92bed,1166002,MQ8q9jSGQdnHmZe4kfjGUkzHoPF9GCBbN6,99000000,99000000,148492633929
119,fbb4132252c6205507b30c728f04223d110a2523aa4b6129fc89af129ae03cf7,1166002,MG9BsREUY3cdUWU8TfEJZjNGg9Rg5aqyNV,100000000,100000000,149992559524
177,0178ab30d8499f1215249fcffb8a65ae44ae9e7899797198482d56448f922812,1166003,MKhC5shcc1uMR2QjF8845HQ8SsCYKEVgrY,1100000000,1100000000,1649877232142
179,058564dfa0950aded3496d188804ca3854e697f0afbd933acd7bf4463a9b9458,1166003,MQ8q9jSGQdnHmZe4kfjGUkzHoPF9GCBbN6,30000000000,30000000000,44996651785714
181,c15a861161138cffc558d94def30902be081174c4fe4870361e0fb6b3d30d480,1166003,MW1DwCdwnNpA2zeHs5k1dVVLYDfBKvXyKV,1099800000,1099800000,1649577254464
182,c68bc180c6dab803ee860699e03266d8f1ccf552763ab46df0406611d65ecbf6,1166003,MSpoMxSomLonYsaCeia63tLhXYPMEmuY67,1000000000,1000000000,1499888392857
184,8e9df5e380da0d4389cd789b9493cd3f88c7f521204ae30b34cd107a033b3d43,1166003,MJnzUC9aCoAhwcdbTnm2DzdPM25peGhdPJ,480000000,480000000,719946428571
185,ee04736bef77f6e79421e5f04118b2309108a3ca29cf1d4a4eb91c77735627cd,1166003,MG9BsREUY3cdUWU8TfEJZjNGg9Rg5aqyNV,200000000,200000000,299977678571
186,4c74cc8971675f7abe60077a1b300dc9d188dd8ce057ef425d0540a9eb95a5ac,1166003,MNtDued3uuyX625NySLbD4ma3DVsZUTdkH,899000000,899000000,1348399665179
187,463f6598f696a23f67d53d0cb0456fc3b3f12e62795ca28fb40bf425e09957fa,1166003,MJwydECetEWNMBepHV4xLuCJEvtR96WxGN,1900000000,1900000000,2849787946429
188,008ae0f8faca5955a813b0bff42ea42fa1faf5eed2c0d8fc4be600fce3094674,1166003,MEfc4GCE6A3uEEtJveuNS9FrsWnhPLVW9F,2500000000,2500000000,3749720982143
193,04f2b8e440adab563372a0badc2344a62e3acf9654a242cdf56aada22625ac0f,1166003,MHdJ9oy1uXhLPKyadLzirZZpk45nB4gJTP,4800000,4800000,7199464286
194,189a3ff5fb60c22ce3c57d220ab8774b36cdbef8feb8c216f4632e0901394f17,1166003,MBvKntJvC3BA4ZLNMk99dcGnFWeMJcScU1,390000000000,390000000000,584956473214286
195,9f6fd3b04e0f2a54b99d4227aaac660c8dc291df66b74274e87153bfb4394a72,1166003,MCwt89zvuPHaCvHLmY1fvgfoQKot1BApd5,100000000,100000000,149988839286
196,c99349c19ded4fc3b6bcc1f29624bd0f5d865d8e0d38b7334caec037e467eeb2,1166003,MWSWouFkf5kp6UhFuwFdETG3PBEuQVBHV3,1000000000,1000000000,1499888392857
197,66ff5b35b9d6466e3491dea2c650a50be609c35294bb1916e746e61b713627bc,1166003,MHftqdPXH1VwJmyeXHFkYpNLoQdMpJKTdg,99000000,99000000,148488950893
219,19ec599a5c8bbd76226e929f779be0f33902c274d6d048f1ca084e70917e7370,1166004,MHYdEydb8DgyFv8agnQJZSZyZbLRMHVSx5,99000000,99000000,148485267857
220,88604a61ef492e62401fd00f810db76c8b1680e2231845faa0d61d1c3e0f28af,1166004,MHB9VbYdGFZSbL4zmEFq64GptWDRmtrDGn,4900000000,4900000000,7349270833333
273,e776d9929bf0c6529a817784f9e1212e3b608b91b2454ef0fb9be6399a045d27,1166005,MJNWCmHgQoXJXreFMy29oKAXRMAAgEkB9v,5000000000,5000000000,7499069940476
274,4c1ac9da4886053ed15fd9c70a359e1b4a25ffccab11d1f47e62a9e6443a4849,1166005,M8DEUDgPkyREFoqhPMK2yn4Y5SdHmeBTqJ,10000000000,10000000000,14998139880952
275,dbd93c82aa5587c4e8ed71f680bb84c5c8890abf5442ac2eeba4005ec0e1e3c9,1166005,MLU15PCdULqYA28x2ZfH4i4aKdEfSxw5Xu,9000000000,9000000000,13498325892857
281,5866b1ae74dc7be853f9bb8cb6b9f5fddd7cf763d3bb8b104fdc5427d0cb0804,1166005,M9Vj7WKQeCmfmmy5iannqedZQvTNeL16kg,499899000,499899000,749755512835
282,e6ab499e208ac141b0198954ffcc998f45a151fda999964ae95d038a48249c0d,1166005,MPRYbfghHJr5W7Brrja8337tBvLK6SZRSw,99000000,99000000,148481584821
283,d59b9a70e74f39908149731fa230add9c6ae7f544f279fec7bef63d50c27e026,1166005,MVTAt3yZ6n9J5b9i2ZbMd8P2z82tsaAH3k,900000000,900000000,1349832589286
284,da34a59f21d3ab66492f2609ec775b2a3bcd3b1c79bbc09f596f6e89a7f89f2b,1166005,MPh7uB6FEPF6Q6b3Sa3peaCndhqg46U2zE,250000000000,250000000000,374953497023810
285,885cf42d16f29eb042d0667173dd5895c02ef590a7308666d93e0508d017d65f,1166005,MMAyzrBwjq2MVdwbYdsBEaN4AqGJZ4f5do,999898999,999898999,1499662506882
286,e1aedbd6dacf13a2a0cf080eae873cf9b5cde96580e0f49a13b5f1d76514c960,1166005,MX2S3HpqFA5FM2rzLwNKcpojJh3iYGzEpz,100000000,100000000,149981398810
287,e0dc0c6b27387b96e5af9fe792ae865fdc160981ae27c6e893d508a85e0a6f90,1166005,MMQFPCttTetDoKik4VY3ajpFsceMaSnXbm,50000000,50000000,74990699405
288,d8483729ca535a3e847cc9c469ad8846c85b1c761fcff0abb25409e25b0da1a5,1166005,MHkmqpqr8q5oufyVknXWdnFdNCjowvmenU,80000000,80000000,119985119048
289,6b2720ac566c347caa3b2ed54cfcaf7ba9aa7365595feb558d4a6d894ed8eef6,1166005,MMWA8DgSHGdBUyVFAjC88KEkBBormZVsvs,100000000,100000000,149981398810
299,a860d64f198bcdf78d7cfce7fbfeba73e451d610e6bf3488469204d140b758ab,1166006,MHRtdqzaoegHXK1w6bZpyM4d9cTBq8Uqs9,5000000,5000000,7498883929
309,a628a574b674e6a55053aa4ab9d5c00c52f3c92b632b5836e6ad75239fb8290e,1166007,MX2S3HpqFA5FM2rzLwNKcpojJh3iYGzEpz,1800000000,1800000000,2699531250000
310,ce7f2719c00c6ac15dd0b4663434055d65ae7bfad7445b523ed7865cd7fd555b,1166007,MVTAt3yZ6n9J5b9i2ZbMd8P2z82tsaAH3k,99800000,99800000,149674010417
311,7d99d11708b760d4a35c24a202195114b911b00cd9da360fa34332c696a133aa,1166007,MMWA8DgSHGdBUyVFAjC88KEkBBormZVsvs,890000000,890000000,1334768229167
313,aeadac7e526b15384e954c82a715a4232697c8d78c36d9927f05f208ca1c562f,1166008,MHYdEydb8DgyFv8agnQJZSZyZbLRMHVSx5,200876500,200876500,301254965327
318,310a9c656e1e63d79187fa2e0f4ee256e09e191da7d8f8affa86aa5d0db42490,1166009,MGSaQvmwFsPVDrPwB8YzT66vSJGXCMJFSc,16306000000,16306000000,24453540401786
320,2b09d309bca52496cee2be85d8322ba94d0e4758f6ddc1ee17138814c5ec06ac,1166009,MPbMVxYRbrSDsMChR9S8ktBn1JRrUCUKfb,34000000,34000000,50988616071
321,c00056e36ecd07b8cae6642c25c35803cb41e5b7a7cc5d887987c616620cc4f2,1166009,MLX96m9bv9z69PdEVUM3pqbQYkRXymbA1s,700000000,700000000,1049765625000
322,6a29ffca465a08360bb2d6b90baaeafb11f0f18cc3142e6a5a5c0ab42a7184c5,1166010,MVUYhzxqk5vvgquMx3ZpqBmuaTGwmMQETm,1140000000,1140000000,1709575892857
331,5cf8da71c68a631166a2867a7fa93c4d922262b852de9627d24f3c7964cb9958,1166010,MG9BsREUY3cdUWU8TfEJZjNGg9Rg5aqyNV,200000000,200000000,299925595238
332,b92068d06301d6260d4b33bea94d02f474d873aa7b3e86b44bf8095843c929eb,1166010,MB2vESRkCQ6r9oACYmtc9vSBMdCLfpnezF,50000000,50000000,74981398810
334,491a96e9634fd658b6730f1e32870a788c2eae1817d2dde28a2cade0e8389eb4,1166011,MHwtCJGwrakiaSr2KKo8FYKFCKsuTDgFNW,100000000,100000000,149959077381
335,ae210ae1847696054d8c2f7af0dfcc0a9e163031239181c690aaad1bfe4e1b3a,1166011,MMWA8DgSHGdBUyVFAjC88KEkBBormZVsvs,1009000000,1009000000,1513087090774
342,01f2f8e67d3b348e246eaae4b7b603e0ea1a8dcc08022e6f12e08265d1c536ed,1166012,MLX96m9bv9z69PdEVUM3pqbQYkRXymbA1s,200000000,200000000,299910714286
364,244d5236421571e984b84d2c0ef5bb5eb699924e364c3af722b0ed56e6a9fe30,1166017,MQ2pLqmVcLEXVMxisAoaVsspGwjLedogeT,50000000,50000000,74968377976
382,3785d5ef0cb991bd2a060114d337222fc23044a0538613aa4e1271d523aeb260,1166018,ME97DoGMbvBvDU4xPfSmZq7Tq5rffvxpWi,10769311477,10769311477,16146755622993
383,98eedb6370783cade0cb5092cf47707814f764454dc347ce2082e9b4d5ec96e1,1166018,MJ9FBQovkkDSNjBDXwKA4P5Ua3mYE717cn,100000000,100000000,149933035714
423,aa0f7f4a037ae843c417c4a3a1cffaabc1e24213456d94804e50a89b94d6b753,1166019,MCBMtT72jbdqTvjHQYQcYbMxtuW3WNCGyM,11200000000,11200000000,16792083333333
424,0346ac3c7fbca584397a235165999262967c64c69c3eda0e1d351bcb0eecf13c,1166019,MKjFLfLDu17GWYQHzhXY8GJ8eispUx13ui,6899000,6899000,10343623475
425,26065b0f53e306d2e0974e6cd1568ca1f867ecf5523ec3e1d77a32ca824f6e65,1166019,M7zrsU16o5tAH8hbujsPduYhb7y5HKHFpK,2668000000,2668000000,4000114136905
432,aac2db9037be440922c939cad349a65be835cec07f6a918e1bb161412be840be,1166019,MUbdzMUjFN5qvZyZCuHGMBKTEpmRAp9Zoc,100000000,100000000,149929315476
433,a33452e4978227d0759f12128befe50e9933aa067199005afd1238822f5409c8,1166019,MJ9FBQovkkDSNjBDXwKA4P5Ua3mYE717cn,99500000,99500000,149179668899
434,dd3430ae895bab9722660fe734bb043085ed057af54b13b25090a82587636ad1,1166019,M96XihAFgXgnNMhbmYTt5pFRPzL7DmNqv5,90000000,90000000,134936383929
435,1b5584a796620fca84cc8cbf9b25bff406bc0e2f1885e484e8bd9fff9e23cfd8,1166019,MRVXqGwD8TpbGMNA6vr5fe9Yon7uNEgy91,1000000,1000000,1499293155
455,11aedf9ab189809331d74e5ad7dbde197c04b6c7e3e28f57223d1b11ff2f22dd,1166020,MPWadXj8W7yrceUiVmQK2PxmkzMzX6dNiu,1000000000,1000000000,1499255952381
456,685441496351614c0b1c3bfb152fd9d9b4098ec6b04d123f5523aabaca0c0c87,1166021,MHwtCJGwrakiaSr2KKo8FYKFCKsuTDgFNW,10000000000,10000000000,14992187500000
472,4eb7a4a8fdb9ef2f7d92cd531c6dd393f8c3f32984348b1006a0f4284c5a3095,1166021,MF88HjZkntFBj1NhVwx8Xnr7oQr3nTJX4z,18000000000,18000000000,26985937500000
473,a8bbe43da14895c53d62b210eaae576d0a418e074d0317ea56658b6d641955a2,1166021,MJ9FBQovkkDSNjBDXwKA4P5Ua3mYE717cn,150000,150000,224882812
494,8f5d775f05baef0abacbb96963c32b14898ddbb3a684c224a668404922b94c63,1166024,MFB7HYNQoTJHGWy741DZQHvcZgArALnFg8,159000000000,159000000000,238358035714286
509,6fbaf5cd0aea339e7d3d098bd0f35fec4bafc0380e30179583e71e70d2839439,1166025,MQ2pLqmVcLEXVMxisAoaVsspGwjLedogeT,49900000000,49900000000,74803590029762
510,5a43d14a655e64d6bd0e4cf77741732c2b32aadad87f8a20928873dd93be8b8d,1166025,MMQFPCttTetDoKik4VY3ajpFsceMaSnXbm,50000000,50000000,74953497024
512,7b176c1008149db1ea578e5abbe14917391ab738e13f2c35bca70b2ece67ab0f,1166026,MRiYE9rJNmjeFUa2VKexnh8hx3MC8vAvTs,2999899000,2999899000,4496946811979
518,a980b7aad5eff0aceda100f826ca7f102b438346e1122ee841a8e5b2ca993d35,1166027,MSJzrXLkEZTMPSt8z3XUunrLYb3H5U28qA,199000000,199000000,298300111607
519,ab6cc0faf7f48f2a28cffb7c3767eebb4e16c97456f32c358c59a184d5c0688a,1166027,MEPQFSgteUjCyDFjat1SzstJ3GE3UCw93K,50000000,50000000,74949776786
520,58c99022f20e56bba6af35c0b5ff63dd266cf80f22fb90c20c4f1f64fa88eef6,1166028,MEPQFSgteUjCyDFjat1SzstJ3GE3UCw93K,40000000,40000000,59958333332
599,6f865ba13be6d72a4eb3a28fcb90950e4cc5c5a15f97d7dd70ecbaa5317d46bd,1166029,MHwtCJGwrakiaSr2KKo8FYKFCKsuTDgFNW,9899563731,9899563731,14838665263606
636,04d1b6f7eb70c4f00097ae1bfb0a678a0f7b7e5095990720340d12af997b74c3,1166029,MJnzUC9aCoAhwcdbTnm2DzdPM25peGhdPJ,500000000,500000000,749460565476
645,64b2f75dfec011749a44830f333d01fe0925715f21f854cd84fc61bb60df210d,1166029,MVDAWz92rFyTSeNbd4xPRmnXnsFXoPvAak,532000000,532000000,797426041667
646,1be151d6d20eaab6dd3a38b01ae41fbc98a30d30b691d479689968f87118db1b,1166029,MPXprvNLDogvLei8qPS6AvRHeQ71soGUFB,99000000,99000000,148393191964
647,00db4a3e9183265470fb62dc95cfc98529f54b9f8298e11c0f8369cf50fd6a2f,1166029,MC5DCRKaJZLBJbLH9CFmJtrhaWhP8TxkVD,99000000,99000000,148393191964
648,81179c22e5b33a742857c354643f58eebeaf6183d9ab98d4f4b6c4c154574435,1166029,MD6XBCVjR9fvStgDjiNgkE7MzT8S1c9V4k,100000000,100000000,149892113095
649,ccd6846ee7736ba4a76a150de4bb8b37eaf3262ec151dbb1e1c706a6c965d98c,1166029,MQFz4SkHo9bQKrNwVBSEEXdXMhXHttnWZ7,10000000000,10000000000,14989211309524
650,afd87e46bad13c458537a61a32448942d3e30d9932919326b1092f5452ac2f9c,1166029,MMQFPCttTetDoKik4VY3ajpFsceMaSnXbm,50000000,50000000,74946056548
651,41557c6fb1c903e462811c8e00657be3a17d4d9d1ac322204c6cd15bae3ac59f,1166029,MTgaWEKeFYtRcMx64voT3tV57EcRCBHZMa,10000000,10000000,14989211309
652,6190f3cf95a1c08c933bb81bcdb240b193e9c1184056761afc603f4a3d8fa7b7,1166029,MW6V7oHCLC1Y7hgcJ9JjjHxiEP7NBgB7mf,500000000,500000000,749460565476
653,4962356fa666ed5d2c9aa92cbb4ca2a38708602752a9daab8cc969bd9f3479b8,1166029,MNYwcJLYtGuwa8bMZB62indQLAH9G3xF7D,100000000,100000000,149892113095
